item	cond	subject	rt	region.id	correct_answer	accuracy
12	d	2m5	250	V	Y	1
12	d	2m5	265	Det+CL	Y	1
12	d	2m5	360	N	Y	1
12	d	2m5	281	DE	Y	1
12	d	2m5	297	hd3	Y	1
12	d	2m5	297	head	Y	1
12	d	2m5	375	FreqP	Y	1
12	d	2m5	828	VN	Y	1
12	d	2m5	297	hd2	Y	1
12	d	2m9	641	V	Y	1
12	d	2m9	891	N	Y	1
12	d	2m9	1828	FreqP	Y	1
12	d	2m9	422	hd1	Y	1
12	d	2m9	375	DE	Y	1
12	d	2m9	593	Adv	Y	1
12	d	2m9	672	hd3	Y	1
12	d	2m9	954	VN	Y	1
12	d	2m9	2531	head	Y	1
12	d	2m9	344	hd2	Y	1
12	d	2m9	578	Det+CL	Y	1
13	a	1m1	688	FreqP	Y	1
13	a	1m1	328	hd3	Y	1
13	a	1m1	250	Adv	Y	1
13	a	1m1	328	hd4	Y	1
13	a	1m1	344	head	Y	1
13	a	1m1	343	Det+CL	Y	1
13	a	1m1	359	hd1	Y	1
13	a	1m1	344	hd2	Y	1
13	a	1m1	266	VN	Y	1
13	a	1m1	359	DE	Y	1
13	a	1m1	594	hd5	Y	1
13	a	1m13	391	hd1	Y	1
13	a	1m13	406	head	Y	1
13	a	1m13	234	VN	Y	1
13	a	1m13	328	hd4	Y	1
13	a	1m13	297	hd5	Y	1
13	a	1m13	313	hd2	Y	1
13	a	1m13	234	Adv	Y	1
13	a	1m13	328	hd3	Y	1
13	a	1m13	313	Det+CL	Y	1
13	a	1m13	1062	DE	Y	1
13	a	1m13	344	FreqP	Y	1
13	a	1m17	266	DE	Y	1
13	a	1m17	453	FreqP	Y	1
13	a	1m17	234	hd3	Y	1
13	a	1m17	250	head	Y	1
13	a	1m17	250	hd4	Y	1
13	a	1m17	281	hd1	Y	1
13	a	1m17	266	hd2	Y	1
13	a	1m17	250	hd5	Y	1
13	a	1m17	313	Det+CL	Y	1
13	a	1m17	250	VN	Y	1
13	a	1m17	250	Adv	Y	1
13	a	1m21	438	FreqP	Y	1
13	a	1m21	735	Adv	Y	1
13	a	1m21	485	hd1	Y	1
13	a	1m21	484	Det+CL	Y	1
13	a	1m21	578	DE	Y	1
13	a	1m21	468	hd2	Y	1
13	a	1m21	438	hd3	Y	1
13	a	1m21	531	head	Y	1
13	a	1m21	437	VN	Y	1
13	a	1m21	1282	hd5	Y	1
13	a	1m21	390	hd4	Y	1
13	a	1m25	344	hd4	Y	1
13	a	1m25	594	FreqP	Y	1
13	a	1m25	313	hd3	Y	1
13	a	1m25	297	head	Y	1
13	a	1m25	297	hd2	Y	1
13	a	1m25	766	hd5	Y	1
13	a	1m25	297	DE	Y	1
13	a	1m25	312	Det+CL	Y	1
13	a	1m25	343	hd1	Y	1
13	a	1m25	297	VN	Y	1
13	a	1m25	328	Adv	Y	1
13	a	1m5	328	hd2	Y	1
13	a	1m5	391	VN	Y	1
13	a	1m5	438	Det+CL	Y	1
13	a	1m5	485	hd5	Y	1
13	a	1m5	344	head	Y	1
13	a	1m5	312	hd4	Y	1
13	a	1m5	313	hd3	Y	1
13	a	1m5	594	DE	Y	1
13	a	1m5	328	Adv	Y	1
13	a	1m5	359	FreqP	Y	1
13	a	1m5	343	hd1	Y	1
13	a	1m9	375	DE	Y	1
13	a	1m9	515	FreqP	Y	1
13	a	1m9	453	hd4	Y	1
13	a	1m9	719	Adv	Y	1
13	a	1m9	422	hd1	Y	1
13	a	1m9	547	hd2	Y	1
13	a	1m9	359	hd3	Y	1
13	a	1m9	703	hd5	Y	1
13	a	1m9	437	Det+CL	Y	1
13	a	1m9	469	head	Y	1
13	a	1m9	656	VN	Y	1
13	a	2m1	344	hd1	Y	1
13	a	2m1	297	head	Y	1
13	a	2m1	297	Adv	Y	1
13	a	2m1	312	DE	Y	1
13	a	2m1	344	hd2	Y	1
13	a	2m1	282	hd4	Y	1
13	a	2m1	766	FreqP	Y	1
13	a	2m1	312	VN	Y	1
13	a	2m1	296	hd3	Y	1
13	a	2m1	265	hd5	Y	1
13	a	2m1	328	Det+CL	Y	1
13	a	2m13	297	Adv	Y	1
13	a	2m13	375	hd2	Y	1
13	a	2m13	406	hd4	Y	1
13	a	2m13	531	FreqP	Y	1
13	a	2m13	532	head	Y	1
13	a	2m13	406	hd3	Y	1
13	a	2m13	672	hd5	Y	1
13	a	2m13	375	DE	Y	1
13	a	2m13	578	hd1	Y	1
13	a	2m13	484	VN	Y	1
13	a	2m13	390	Det+CL	Y	1
13	a	2m17	422	hd4	Y	1
13	a	2m17	579	VN	Y	1
13	a	2m17	390	hd3	Y	1
13	a	2m17	563	hd2	Y	1
13	a	2m17	578	FreqP	Y	1
13	a	2m17	797	hd5	Y	1
13	a	2m17	625	hd1	Y	1
13	a	2m17	453	Adv	Y	1
13	a	2m17	484	head	Y	1
13	a	2m17	625	Det+CL	Y	1
13	a	2m17	469	DE	Y	1
13	a	2m21	422	Det+CL	Y	1
13	a	2m21	485	DE	Y	1
13	a	2m21	421	Adv	Y	1
13	a	2m21	515	hd1	Y	1
13	a	2m21	390	FreqP	Y	1
13	a	2m21	813	hd5	Y	1
13	a	2m21	407	VN	Y	1
13	a	2m21	390	hd4	Y	1
13	a	2m21	422	hd3	Y	1
13	a	2m21	516	hd2	Y	1
13	a	2m21	703	head	Y	1
13	a	2m5	297	hd3	Y	1
13	a	2m5	390	Det+CL	Y	1
13	a	2m5	297	hd4	Y	1
13	a	2m5	468	hd1	Y	1
13	a	2m5	406	VN	Y	1
13	a	2m5	500	head	Y	1
13	a	2m5	266	hd2	Y	1
13	a	2m5	812	hd5	Y	1
13	a	2m5	235	Adv	Y	1
13	a	2m5	531	FreqP	Y	1
13	a	2m5	407	DE	Y	1
13	a	2m9	562	hd2	Y	1
13	a	2m9	719	VN	Y	1
13	a	2m9	578	hd1	Y	1
13	a	2m9	406	hd4	Y	1
13	a	2m9	1516	head	Y	1
13	a	2m9	360	hd3	Y	1
13	a	2m9	656	FreqP	Y	1
13	a	2m9	1140	hd5	Y	1
13	a	2m9	843	Adv	Y	1
13	a	2m9	485	Det+CL	Y	1
13	a	2m9	375	DE	Y	1
13	b	1m10	313	Adv	Y	1
13	b	1m10	484	head	Y	1
13	b	1m10	750	hd2	Y	1
13	b	1m10	359	Det+CL	Y	1
13	b	1m10	438	hd1	Y	1
13	b	1m10	734	hd5	Y	1
13	b	1m10	453	hd4	Y	1
13	b	1m10	515	VN	Y	1
13	b	1m10	765	FreqP	Y	1
13	b	1m10	391	DE	Y	1
13	b	1m10	422	hd3	Y	1
13	b	1m14	391	Det+CL	Y	1
13	b	1m14	468	DE	Y	1
13	b	1m14	922	hd5	Y	1
13	b	1m14	1203	VN	Y	1
13	b	1m14	438	Adv	Y	1
13	b	1m14	719	head	Y	1
13	b	1m14	453	hd3	Y	1
13	b	1m14	1047	FreqP	Y	1
13	b	1m14	594	hd2	Y	1
13	b	1m14	422	hd1	Y	1
13	b	1m14	406	hd4	Y	1
13	b	1m18	297	hd4	Y	1
13	b	1m18	297	VN	Y	1
13	b	1m18	235	DE	Y	1
13	b	1m18	297	hd2	Y	1
13	b	1m18	234	Det+CL	Y	1
13	b	1m18	750	hd5	Y	1
13	b	1m18	375	FreqP	Y	1
13	b	1m18	437	hd1	Y	1
13	b	1m18	219	Adv	Y	1
13	b	1m18	438	hd3	Y	1
13	b	1m18	203	head	Y	1
13	b	1m2	500	hd3	Y	1
13	b	1m2	422	Det+CL	Y	1
13	b	1m2	2562	hd5	Y	1
13	b	1m2	438	hd4	Y	1
13	b	1m2	375	Adv	Y	1
13	b	1m2	422	VN	Y	1
13	b	1m2	562	head	Y	1
13	b	1m2	907	hd1	Y	1
13	b	1m2	469	DE	Y	1
13	b	1m2	1062	hd2	Y	1
13	b	1m2	484	FreqP	Y	1
13	b	1m22	1078	hd1	Y	1
13	b	1m22	500	VN	Y	1
13	b	1m22	406	DE	Y	1
13	b	1m22	610	head	Y	1
13	b	1m22	516	hd3	Y	1
13	b	1m22	578	Adv	Y	1
13	b	1m22	500	FreqP	Y	1
13	b	1m22	578	Det+CL	Y	1
13	b	1m22	1359	hd5	Y	1
13	b	1m22	718	hd2	Y	1
13	b	1m22	422	hd4	Y	1
13	b	1m26	360	hd1	Y	1
13	b	1m26	422	FreqP	Y	1
13	b	1m26	390	head	Y	1
13	b	1m26	468	hd2	Y	1
13	b	1m26	391	VN	Y	1
13	b	1m26	391	DE	Y	1
13	b	1m26	344	hd4	Y	1
13	b	1m26	344	Det+CL	Y	1
13	b	1m26	453	Adv	Y	1
13	b	1m26	2109	hd5	Y	1
13	b	1m26	313	hd3	Y	1
13	b	1m6	359	hd3	Y	1
13	b	1m6	406	hd2	Y	1
13	b	1m6	781	hd5	Y	1
13	b	1m6	422	head	Y	1
13	b	1m6	453	hd1	Y	1
13	b	1m6	328	Adv	Y	1
13	b	1m6	438	FreqP	Y	1
13	b	1m6	375	Det+CL	Y	1
13	b	1m6	422	DE	Y	1
13	b	1m6	313	hd4	Y	1
13	b	1m6	344	VN	Y	1
13	b	2m10	344	hd4	Y	1
13	b	2m10	390	Adv	Y	1
13	b	2m10	515	FreqP	Y	1
13	b	2m10	375	DE	Y	1
13	b	2m10	938	hd2	Y	1
13	b	2m10	328	hd3	Y	1
13	b	2m10	391	Det+CL	Y	1
13	b	2m10	703	VN	Y	1
13	b	2m10	1062	hd5	Y	1
13	b	2m10	578	head	Y	1
13	b	2m10	735	hd1	Y	1
13	b	2m14	297	DE	Y	1
13	b	2m14	718	hd5	Y	1
13	b	2m14	391	hd4	Y	1
13	b	2m14	469	Adv	Y	1
13	b	2m14	406	FreqP	Y	1
13	b	2m14	344	hd3	Y	1
13	b	2m14	391	hd1	Y	1
13	b	2m14	516	VN	Y	1
13	b	2m14	297	hd2	Y	1
13	b	2m14	406	Det+CL	Y	1
13	b	2m14	281	head	Y	1
13	b	2m18	485	hd4	Y	1
13	b	2m18	734	hd2	Y	1
13	b	2m18	422	hd3	Y	1
13	b	2m18	531	FreqP	Y	1
13	b	2m18	1062	head	Y	1
13	b	2m18	532	Det+CL	Y	1
13	b	2m18	875	hd5	Y	1
13	b	2m18	454	DE	Y	1
13	b	2m18	672	Adv	Y	1
13	b	2m18	484	hd1	Y	1
13	b	2m18	1063	VN	Y	1
13	b	2m2	515	VN	Y	1
13	b	2m2	515	hd4	Y	1
13	b	2m2	328	Det+CL	Y	1
13	b	2m2	312	Adv	Y	1
13	b	2m2	485	head	Y	1
13	b	2m2	610	FreqP	Y	1
13	b	2m2	1578	hd1	Y	1
13	b	2m2	391	hd2	Y	1
13	b	2m2	375	hd3	Y	1
13	b	2m2	860	hd5	Y	1
13	b	2m2	390	DE	Y	1
13	b	2m22	313	VN	Y	1
13	b	2m22	344	hd4	Y	1
13	b	2m22	343	head	Y	1
13	b	2m22	422	Det+CL	Y	1
13	b	2m22	281	hd2	Y	1
13	b	2m22	578	hd5	Y	1
13	b	2m22	329	hd1	Y	1
13	b	2m22	344	FreqP	Y	1
13	b	2m22	328	hd3	Y	1
13	b	2m22	296	Adv	Y	1
13	b	2m22	328	DE	Y	1
13	b	2m6	1516	Adv	Y	1
13	b	2m6	2422	VN	Y	1
13	b	2m6	1672	head	Y	1
13	b	2m6	828	hd2	Y	1
13	b	2m6	1312	hd3	Y	1
13	b	2m6	500	Det+CL	Y	1
13	b	2m6	860	hd1	Y	1
13	b	2m6	1360	hd5	Y	1
13	b	2m6	765	DE	Y	1
13	b	2m6	672	hd4	Y	1
13	b	2m6	2188	FreqP	Y	1
13	c	1m11	375	hd1	N	1
13	c	1m11	296	N	N	1
13	c	1m11	547	FreqP	N	1
13	c	1m11	391	VN	N	1
13	c	1m11	234	Adv	N	1
13	c	1m11	250	hd3	N	1
13	c	1m11	312	DE	N	1
13	c	1m11	250	hd2	N	1
13	c	1m11	375	V	N	1
13	c	1m11	235	head	N	1
13	c	1m11	266	Det+CL	N	1
13	c	1m15	485	hd2	N	1
13	c	1m15	532	head	N	1
13	c	1m15	672	Adv	N	1
13	c	1m15	468	DE	N	1
13	c	1m15	515	hd1	N	1
13	c	1m15	500	Det+CL	N	1
13	c	1m15	625	V	N	1
13	c	1m15	1047	FreqP	N	1
13	c	1m15	734	N	N	1
13	c	1m15	531	VN	N	1
13	c	1m15	734	hd3	N	1
13	c	1m19	328	Adv	N	1
13	c	1m19	328	Det+CL	N	1
13	c	1m19	360	VN	N	1
13	c	1m19	2578	hd3	N	1
13	c	1m19	750	N	N	1
13	c	1m19	390	DE	N	1
13	c	1m19	907	head	N	1
13	c	1m19	328	hd2	N	1
13	c	1m19	891	FreqP	N	1
13	c	1m19	375	hd1	N	1
13	c	1m19	375	V	N	1
13	c	1m23	844	hd3	N	1
13	c	1m23	562	Adv	N	1
13	c	1m23	422	hd1	N	1
13	c	1m23	454	FreqP	N	1
13	c	1m23	437	DE	N	1
13	c	1m23	438	hd2	N	1
13	c	1m23	672	V	N	1
13	c	1m23	484	head	N	1
13	c	1m23	719	VN	N	1
13	c	1m23	531	Det+CL	N	1
13	c	1m23	860	N	N	1
13	c	1m3	391	FreqP	N	1
13	c	1m3	578	hd3	N	1
13	c	1m3	453	Adv	N	1
13	c	1m3	531	V	N	1
13	c	1m3	422	VN	N	1
13	c	1m3	391	Det+CL	N	1
13	c	1m3	359	DE	N	1
13	c	1m3	375	hd2	N	1
13	c	1m3	641	N	N	1
13	c	1m3	1375	head	N	1
13	c	1m3	594	hd1	N	1
13	c	1m7	468	Det+CL	N	1
13	c	1m7	797	V	N	1
13	c	1m7	813	VN	N	1
13	c	1m7	453	head	N	1
13	c	1m7	406	DE	N	1
13	c	1m7	1250	hd3	N	1
13	c	1m7	625	Adv	N	1
13	c	1m7	438	hd1	N	1
13	c	1m7	485	FreqP	N	1
13	c	1m7	469	N	N	1
13	c	1m7	359	hd2	N	1
13	c	2m11	406	Adv	N	1
13	c	2m11	297	Det+CL	N	1
13	c	2m11	391	DE	N	1
13	c	2m11	344	FreqP	N	1
13	c	2m11	359	N	N	1
13	c	2m11	281	V	N	1
13	c	2m11	422	head	N	1
13	c	2m11	313	VN	N	1
13	c	2m11	703	hd3	N	1
13	c	2m11	328	hd1	N	1
13	c	2m11	312	hd2	N	1
13	c	2m15	375	FreqP	N	1
13	c	2m15	359	DE	N	1
13	c	2m15	484	V	N	1
13	c	2m15	391	N	N	1
13	c	2m15	921	hd1	N	1
13	c	2m15	328	Adv	N	1
13	c	2m15	343	VN	N	1
13	c	2m15	485	head	N	1
13	c	2m15	329	Det+CL	N	1
13	c	2m15	609	hd3	N	1
13	c	2m15	360	hd2	N	1
13	c	2m19	343	hd2	N	1
13	c	2m19	563	hd3	N	1
13	c	2m19	343	head	N	1
13	c	2m19	454	hd1	N	1
13	c	2m19	328	Adv	N	1
13	c	2m19	422	V	N	1
13	c	2m19	500	VN	N	1
13	c	2m19	360	DE	N	1
13	c	2m19	281	Det+CL	N	1
13	c	2m19	547	FreqP	N	1
13	c	2m19	406	N	N	1
13	c	2m23	391	hd2	N	1
13	c	2m23	500	FreqP	N	1
13	c	2m23	484	head	N	1
13	c	2m23	563	Adv	N	1
13	c	2m23	360	DE	N	1
13	c	2m23	656	N	N	1
13	c	2m23	594	V	N	1
13	c	2m23	500	Det+CL	N	1
13	c	2m23	656	VN	N	1
13	c	2m23	1125	hd3	N	1
13	c	2m23	500	hd1	N	1
13	c	2m3	500	DE	N	1
13	c	2m3	454	hd2	N	1
13	c	2m3	672	Adv	N	1
13	c	2m3	656	Det+CL	N	1
13	c	2m3	703	VN	N	1
13	c	2m3	672	V	N	1
13	c	2m3	812	hd3	N	1
13	c	2m3	641	N	N	1
13	c	2m3	609	hd1	N	1
13	c	2m3	750	FreqP	N	1
13	c	2m3	828	head	N	1
13	c	2m7	484	N	N	1
13	c	2m7	422	FreqP	N	1
13	c	2m7	500	hd3	N	1
13	c	2m7	265	Adv	N	1
13	c	2m7	312	DE	N	1
13	c	2m7	344	hd1	N	1
13	c	2m7	391	V	N	1
13	c	2m7	344	hd2	N	1
13	c	2m7	281	Det+CL	N	1
13	c	2m7	547	VN	N	1
13	c	2m7	250	head	N	1
13	d	1m12	343	VN	N	1
13	d	1m12	235	Adv	N	1
13	d	1m12	344	V	N	1
13	d	1m12	203	Det+CL	N	1
13	d	1m12	500	N	N	1
13	d	1m12	188	DE	N	1
13	d	1m12	234	head	N	1
13	d	1m12	250	hd1	N	1
13	d	1m12	266	hd2	N	1
13	d	1m12	250	FreqP	N	1
13	d	1m12	203	hd3	N	1
13	d	1m16	641	head	N	1
13	d	1m16	312	hd2	N	1
13	d	1m16	750	hd3	N	1
13	d	1m16	594	Det+CL	N	1
13	d	1m16	453	FreqP	N	1
13	d	1m16	468	N	N	1
13	d	1m16	781	VN	N	1
13	d	1m16	438	V	N	1
13	d	1m16	578	Adv	N	1
13	d	1m16	406	hd1	N	1
13	d	1m16	344	DE	N	1
13	d	1m20	375	hd2	N	1
13	d	1m20	390	hd1	N	1
13	d	1m20	343	FreqP	N	1
13	d	1m20	343	Adv	N	1
13	d	1m20	344	DE	N	1
13	d	1m20	547	N	N	1
13	d	1m20	485	head	N	1
13	d	1m20	344	V	N	1
13	d	1m20	391	Det+CL	N	1
13	d	1m20	625	hd3	N	1
13	d	1m20	485	VN	N	1
13	d	1m24	266	V	N	1
13	d	1m24	235	DE	N	1
13	d	1m24	218	head	N	1
13	d	1m24	313	hd1	N	1
13	d	1m24	687	N	N	1
13	d	1m24	265	Adv	N	1
13	d	1m24	235	VN	N	1
13	d	1m24	250	Det+CL	N	1
13	d	1m24	328	FreqP	N	1
13	d	1m24	656	hd3	N	1
13	d	1m24	265	hd2	N	1
13	d	1m4	390	N	N	1
13	d	1m4	438	Adv	N	1
13	d	1m4	578	DE	N	1
13	d	1m4	812	VN	N	1
13	d	1m4	656	FreqP	N	1
13	d	1m4	625	hd1	N	1
13	d	1m4	546	hd2	N	1
13	d	1m4	579	head	N	1
13	d	1m4	625	Det+CL	N	1
13	d	1m4	422	V	N	1
13	d	1m4	688	hd3	N	1
13	d	1m8	703	head	N	1
13	d	1m8	609	N	N	1
13	d	1m8	562	DE	N	1
13	d	1m8	1328	hd1	N	1
13	d	1m8	1094	Adv	N	1
13	d	1m8	1015	VN	N	1
13	d	1m8	1125	hd3	N	1
13	d	1m8	672	Det+CL	N	1
13	d	1m8	938	FreqP	N	1
13	d	1m8	766	V	N	1
13	d	1m8	532	hd2	N	1
13	d	2m12	531	hd1	N	1
13	d	2m12	766	VN	N	1
13	d	2m12	281	Det+CL	N	1
13	d	2m12	312	Adv	N	1
13	d	2m12	281	hd3	N	1
13	d	2m12	328	head	N	1
13	d	2m12	375	DE	N	1
13	d	2m12	219	N	N	1
13	d	2m12	437	FreqP	N	1
13	d	2m12	250	hd2	N	1
13	d	2m12	391	V	N	1
13	d	2m16	344	hd2	N	1
13	d	2m16	313	VN	N	1
13	d	2m16	515	FreqP	N	1
13	d	2m16	343	hd1	N	1
13	d	2m16	750	hd3	N	1
13	d	2m16	281	Adv	N	1
13	d	2m16	250	Det+CL	N	1
13	d	2m16	312	N	N	1
13	d	2m16	313	V	N	1
13	d	2m16	469	head	N	1
13	d	2m16	360	DE	N	1
13	d	2m20	391	N	N	1
13	d	2m20	422	hd1	N	1
13	d	2m20	531	DE	N	1
13	d	2m20	422	V	N	1
13	d	2m20	484	FreqP	N	1
13	d	2m20	297	Adv	N	1
13	d	2m20	297	hd2	N	1
13	d	2m20	547	head	N	1
13	d	2m20	265	VN	N	1
13	d	2m20	328	Det+CL	N	1
13	d	2m20	750	hd3	N	1
13	d	2m4	641	FreqP	N	1
13	d	2m4	657	VN	N	1
13	d	2m4	406	hd2	N	1
13	d	2m4	281	DE	N	1
13	d	2m4	719	hd3	N	1
13	d	2m4	1484	N	N	1
13	d	2m4	453	head	N	1
13	d	2m4	500	Adv	N	1
13	d	2m4	500	V	N	1
13	d	2m4	406	Det+CL	N	1
13	d	2m4	391	hd1	N	1
13	d	2m8	422	VN	N	1
13	d	2m8	438	Adv	N	1
13	d	2m8	531	N	N	1
13	d	2m8	375	Det+CL	N	1
13	d	2m8	359	hd2	N	1
13	d	2m8	344	hd1	N	1
13	d	2m8	375	head	N	1
13	d	2m8	656	hd3	N	1
13	d	2m8	422	V	N	1
13	d	2m8	562	FreqP	N	1
13	d	2m8	516	DE	N	1
14	a	1m12	812	Det+CL	N	1
14	a	1m12	188	DE	N	1
14	a	1m12	515	hd5	N	1
14	a	1m12	297	hd2	N	1
14	a	1m12	594	Adv	N	1
14	a	1m12	375	hd3	N	1
14	a	1m12	250	head	N	1
14	a	1m12	297	FreqP	N	1
14	a	1m12	422	VN	N	1
14	a	1m12	390	hd1	N	1
14	a	1m12	266	hd4	N	1
14	a	1m16	563	hd2	N	1
14	a	1m16	703	hd1	N	1
14	a	1m16	1422	hd4	N	1
14	a	1m16	422	VN	N	1
14	a	1m16	578	head	N	1
14	a	1m16	671	hd5	N	1
14	a	1m16	422	hd3	N	1
14	a	1m16	469	FreqP	N	1
14	a	1m16	547	Adv	N	1
14	a	1m16	390	Det+CL	N	1
14	a	1m16	453	DE	N	1
14	a	1m20	828	hd5	N	1
14	a	1m20	344	hd3	N	1
14	a	1m20	406	hd4	N	1
14	a	1m20	360	Adv	N	1
14	a	1m20	500	DE	N	1
14	a	1m20	578	Det+CL	N	1
14	a	1m20	407	head	N	1
14	a	1m20	546	FreqP	N	1
14	a	1m20	406	hd2	N	1
14	a	1m20	406	VN	N	1
14	a	1m20	578	hd1	N	1
14	a	1m24	359	hd4	Y	0
14	a	1m24	250	FreqP	Y	0
14	a	1m24	500	hd2	Y	0
14	a	1m24	453	VN	Y	0
14	a	1m24	547	Det+CL	Y	0
14	a	1m24	484	hd5	Y	0
14	a	1m24	656	Adv	Y	0
14	a	1m24	469	DE	Y	0
14	a	1m24	516	head	Y	0
14	a	1m24	360	hd3	Y	0
14	a	1m24	468	hd1	Y	0
14	a	1m4	516	Det+CL	N	1
14	a	1m4	422	hd4	N	1
14	a	1m4	422	hd2	N	1
14	a	1m4	438	DE	N	1
14	a	1m4	469	hd1	N	1
14	a	1m4	453	head	N	1
14	a	1m4	437	Adv	N	1
14	a	1m4	593	hd5	N	1
14	a	1m4	422	hd3	N	1
14	a	1m4	422	VN	N	1
14	a	1m4	391	FreqP	N	1
14	a	1m8	828	hd5	N	1
14	a	1m8	453	Det+CL	N	1
14	a	1m8	640	hd3	N	1
14	a	1m8	734	Adv	N	1
14	a	1m8	422	hd4	N	1
14	a	1m8	1031	hd1	N	1
14	a	1m8	969	hd2	N	1
14	a	1m8	813	VN	N	1
14	a	1m8	484	DE	N	1
14	a	1m8	1813	head	N	1
14	a	1m8	1031	FreqP	N	1
14	a	2m12	437	DE	N	1
14	a	2m12	656	hd1	N	1
14	a	2m12	593	hd5	N	1
14	a	2m12	266	FreqP	N	1
14	a	2m12	578	VN	N	1
14	a	2m12	313	head	N	1
14	a	2m12	563	hd3	N	1
14	a	2m12	329	Det+CL	N	1
14	a	2m12	328	hd4	N	1
14	a	2m12	359	hd2	N	1
14	a	2m12	625	Adv	N	1
14	a	2m16	422	hd5	Y	0
14	a	2m16	406	FreqP	Y	0
14	a	2m16	453	hd1	Y	0
14	a	2m16	453	Det+CL	Y	0
14	a	2m16	469	hd3	Y	0
14	a	2m16	266	Adv	Y	0
14	a	2m16	265	VN	Y	0
14	a	2m16	281	head	Y	0
14	a	2m16	344	DE	Y	0
14	a	2m16	328	hd4	Y	0
14	a	2m16	266	hd2	Y	0
14	a	2m20	797	hd5	Y	0
14	a	2m20	437	hd1	Y	0
14	a	2m20	218	Det+CL	Y	0
14	a	2m20	375	FreqP	Y	0
14	a	2m20	375	hd3	Y	0
14	a	2m20	234	Adv	Y	0
14	a	2m20	407	hd2	Y	0
14	a	2m20	343	hd4	Y	0
14	a	2m20	453	head	Y	0
14	a	2m20	594	DE	Y	0
14	a	2m20	329	VN	Y	0
14	a	2m4	453	DE	N	1
14	a	2m4	422	Det+CL	N	1
14	a	2m4	375	hd4	N	1
14	a	2m4	656	Adv	N	1
14	a	2m4	844	hd5	N	1
14	a	2m4	469	VN	N	1
14	a	2m4	485	hd2	N	1
14	a	2m4	547	FreqP	N	1
14	a	2m4	500	hd3	N	1
14	a	2m4	2515	head	N	1
14	a	2m4	1000	hd1	N	1
14	a	2m8	359	hd1	Y	0
14	a	2m8	375	hd4	Y	0
14	a	2m8	422	hd2	Y	0
14	a	2m8	422	FreqP	Y	0
14	a	2m8	500	hd3	Y	0
14	a	2m8	312	head	Y	0
14	a	2m8	672	hd5	Y	0
14	a	2m8	390	VN	Y	0
14	a	2m8	375	DE	Y	0
14	a	2m8	343	Det+CL	Y	0
14	a	2m8	438	Adv	Y	0
14	b	1m1	422	Det+CL	Y	1
14	b	1m1	563	Adv	Y	1
14	b	1m1	328	hd2	Y	1
14	b	1m1	485	FreqP	Y	1
14	b	1m1	313	hd4	Y	1
14	b	1m1	344	hd1	Y	1
14	b	1m1	562	hd5	Y	1
14	b	1m1	359	hd3	Y	1
14	b	1m1	312	head	Y	1
14	b	1m1	500	VN	Y	1
14	b	1m1	406	DE	Y	1
14	b	1m13	890	hd1	Y	1
14	b	1m13	343	hd4	Y	1
14	b	1m13	313	hd5	Y	1
14	b	1m13	453	DE	Y	1
14	b	1m13	297	VN	Y	1
14	b	1m13	469	head	Y	1
14	b	1m13	391	hd2	Y	1
14	b	1m13	328	Det+CL	Y	1
14	b	1m13	563	hd3	Y	1
14	b	1m13	329	Adv	Y	1
14	b	1m13	312	FreqP	Y	1
14	b	1m17	390	VN	Y	1
14	b	1m17	438	head	Y	1
14	b	1m17	375	DE	Y	1
14	b	1m17	312	hd4	Y	1
14	b	1m17	313	hd2	Y	1
14	b	1m17	406	hd3	Y	1
14	b	1m17	360	hd5	Y	1
14	b	1m17	187	Det+CL	Y	1
14	b	1m17	672	FreqP	Y	1
14	b	1m17	172	Adv	Y	1
14	b	1m17	484	hd1	Y	1
14	b	1m21	1187	FreqP	Y	1
14	b	1m21	781	hd5	Y	1
14	b	1m21	3453	head	Y	1
14	b	1m21	344	hd4	Y	1
14	b	1m21	860	Adv	Y	1
14	b	1m21	453	Det+CL	Y	1
14	b	1m21	703	DE	Y	1
14	b	1m21	594	hd3	Y	1
14	b	1m21	437	hd2	Y	1
14	b	1m21	1297	VN	Y	1
14	b	1m21	485	hd1	Y	1
14	b	1m25	375	VN	Y	1
14	b	1m25	391	hd2	Y	1
14	b	1m25	1078	hd5	Y	1
14	b	1m25	438	Det+CL	Y	1
14	b	1m25	610	DE	Y	1
14	b	1m25	609	head	Y	1
14	b	1m25	437	hd4	Y	1
14	b	1m25	406	hd1	Y	1
14	b	1m25	375	FreqP	Y	1
14	b	1m25	469	hd3	Y	1
14	b	1m25	406	Adv	Y	1
14	b	1m5	312	VN	Y	1
14	b	1m5	328	hd3	Y	1
14	b	1m5	266	hd4	Y	1
14	b	1m5	312	Det+CL	Y	1
14	b	1m5	281	hd1	Y	1
14	b	1m5	250	FreqP	Y	1
14	b	1m5	297	hd5	Y	1
14	b	1m5	313	Adv	Y	1
14	b	1m5	266	hd2	Y	1
14	b	1m5	531	DE	Y	1
14	b	1m5	281	head	Y	1
14	b	1m9	484	hd5	Y	1
14	b	1m9	391	Det+CL	Y	1
14	b	1m9	421	Adv	Y	1
14	b	1m9	406	head	Y	1
14	b	1m9	375	hd2	Y	1
14	b	1m9	359	DE	Y	1
14	b	1m9	703	FreqP	Y	1
14	b	1m9	375	VN	Y	1
14	b	1m9	360	hd4	Y	1
14	b	1m9	469	hd1	Y	1
14	b	1m9	359	hd3	Y	1
14	b	2m1	312	Adv	Y	1
14	b	2m1	500	FreqP	Y	1
